CSA,CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,NPOPCHG2017,NPOPCHG2018,NPOPCHG2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019
378,33460,,55093,"Pierce County, WI",County or equivalent,41019,41029,41089,40896,40725,40814,41038,41069,41456,42016,42592,42754,60,-193,-171,89,224,31,387,560,576,162,99,401,398,413,357,391,391,384,374,380,68,231,241,261,242,291,294,310,289,290,31,170,157,152,115,100,97,74,85,90,-4,-16,0,46,40,61,46,46,35,-2,38,-351,-339,-107,77,-129,246,438,456,76,34,-367,-339,-61,117,-68,292,484,491,74,-5,4,11,-2,-8,-1,-2,2,0,-2
378,33460,,55109,"St. Croix County, WI",County or equivalent,84345,84337,84397,84771,85035,85643,86530,87129,87598,88560,89688,90687,60,374,264,608,887,599,469,962,1128,999,313,1119,1009,1033,1054,1072,1012,1005,1004,992,151,571,536,547,542,568,595,660,603,641,162,548,473,486,512,504,417,345,401,351,-7,-24,4,36,27,31,31,29,44,29,-93,-150,-215,95,359,71,25,588,684,622,-100,-174,-211,131,386,102,56,617,728,651,-2,0,2,-9,-11,-7,-4,0,-1,-3
378,36940,,,"Owatonna, MN",Micropolitan Statistical Area,36576,36581,36497,36568,36311,36363,36483,36599,36644,36787,36738,36649,-84,71,-257,52,120,116,45,143,-49,-89,123,485,442,466,496,492,446,433,390,391,91,262,302,287,301,310,320,318,311,308,32,223,140,179,195,182,126,115,79,83,3,24,18,10,7,-4,0,-4,-7,-6,-123,-178,-425,-136,-78,-61,-80,35,-121,-166,-120,-154,-407,-126,-71,-65,-80,31,-128,-172,4,2,10,-1,-4,-1,-1,-3,0,0
378,36940,,27147,"Steele County, MN",County or equivalent,36576,36581,36497,36568,36311,36363,36483,36599,36644,36787,36738,36649,-84,71,-257,52,120,116,45,143,-49,-89,123,485,442,466,496,492,446,433,390,391,91,262,302,287,301,310,320,318,311,308,32,223,140,179,195,182,126,115,79,83,3,24,18,10,7,-4,0,-4,-7,-6,-123,-178,-425,-136,-78,-61,-80,35,-121,-166,-120,-154,-407,-126,-71,-65,-80,31,-128,-172,4,2,10,-1,-4,-1,-1,-3,0,0
378,39860,,,"Red Wing, MN",Micropolitan Statistical Area,46183,46184,46210,46099,46140,46106,46016,46060,46226,46307,46299,46340,26,-111,41,-34,-90,44,166,81,-8,41,147,541,553,485,500,502,502,510,502,503,121,495,448,515,481,467,475,449,494,454,26,46,105,-30,19,35,27,61,8,49,6,6,5,19,29,26,9,4,3,3,-1,-161,-69,-20,-136,-12,133,20,-16,-10,5,-155,-64,-1,-107,14,142,24,-13,-7,-5,-2,0,-3,-2,-5,-3,-4,-3,-1
378,39860,,27049,"Goodhue County, MN",County or equivalent,46183,46184,46210,46099,46140,46106,46016,46060,46226,46307,46299,46340,26,-111,41,-34,-90,44,166,81,-8,41,147,541,553,485,500,502,502,510,502,503,121,495,448,515,481,467,475,449,494,454,26,46,105,-30,19,35,27,61,8,49,6,6,5,19,29,26,9,4,3,3,-1,-161,-69,-20,-136,-12,133,20,-16,-10,5,-155,-64,-1,-107,14,142,24,-13,-7,-5,-2,0,-3,-2,-5,-3,-4,-3,-1
378,41060,,,"St. Cloud, MN",Metropolitan Statistical Area,189093,189093,189218,190090,190562,191552,193109,195425,196912,198436,200166,201964,125,872,472,990,1557,2316,1487,1524,1730,1798,636,2529,2430,2482,2537,2635,2605,2516,2641,2577,323,1233,1313,1260,1286,1369,1336,1414,1441,1374,313,1296,1117,1222,1251,1266,1269,1102,1200,1203,47,224,322,400,728,892,908,661,608,606,-236,-648,-975,-627,-399,178,-688,-236,-75,-4,-189,-424,-653,-227,329,1070,220,425,533,602,1,0,8,-5,-23,-20,-2,-3,-3,-7
378,41060,,27009,"Benton County, MN",County or equivalent,38451,38451,38462,38731,38671,38975,39137,39422,39687,40135,40510,40889,11,269,-60,304,162,285,265,448,375,379,151,582,565,551,541,626,600,534,554,538,97,311,320,319,349,333,343,379,362,330,54,271,245,232,192,293,257,155,192,208,0,6,4,5,51,77,72,53,50,50,-43,-7,-315,74,-77,-83,-64,243,134,123,-43,-1,-311,79,-26,-6,8,296,184,173,0,-1,6,-7,-4,-2,0,-3,-1,-2
378,41060,,27145,"Stearns County, MN",County or equivalent,150642,150642,150756,151359,151891,152577,153972,156003,157225,158301,159656,161075,114,603,532,686,1395,2031,1222,1076,1355,1419,485,1947,1865,1931,1996,2009,2005,1982,2087,2039,226,922,993,941,937,1036,993,1035,1079,1044,259,1025,872,990,1059,973,1012,947,1008,995,47,218,318,395,677,815,836,608,558,556,-193,-641,-660,-701,-322,261,-624,-479,-209,-127,-146,-423,-342,-306,355,1076,212,129,349,429,1,1,2,2,-19,-18,-2,0,-2,-5
380,,,,"Mobile-Daphne-Fairhope, AL",Combined Statistical Area,612838,612984,614053,616981,621107,625700,630200,634233,639167,643088,648165,652770,1069,2928,4126,4593,4500,4033,4934,3921,5077,4605,1902,7966,7936,7712,8033,8128,8065,8055,8019,7912,1507,6160,6119,6506,6483,6468,6586,6718,6900,7093,395,1806,1817,1206,1550,1660,1479,1337,1119,819,160,793,953,809,593,715,808,486,551,360,495,319,1317,2513,2311,1658,2648,2087,3407,3411,655,1112,2270,3322,2904,2373,3456,2573,3958,3771,19,10,39,65,46,0,-1,11,0,15
380,19300,,,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,182265,182265,183112,186558,190145,194885,199183,202939,207601,212521,217855,223234,847,3446,3587,4740,4298,3756,4662,4920,5334,5379,516,2189,2093,2160,2212,2257,2300,2300,2310,2304,533,1829,1885,1900,1987,2098,2022,2099,2312,2326,-17,360,208,260,225,159,278,201,-2,-22,36,177,239,204,113,131,180,86,97,80,782,2899,3055,4176,3864,3433,4188,4619,5224,5297,818,3076,3294,4380,3977,3564,4368,4705,5321,5377,46,10,85,100,96,33,16,14,15,24
380,19300,,01003,"Baldwin County, AL",County or equivalent,182265,182265,183112,186558,190145,194885,199183,202939,207601,212521,217855,223234,847,3446,3587,4740,4298,3756,4662,4920,5334,5379,516,2189,2093,2160,2212,2257,2300,2300,2310,2304,533,1829,1885,1900,1987,2098,2022,2099,2312,2326,-17,360,208,260,225,159,278,201,-2,-22,36,177,239,204,113,131,180,86,97,80,782,2899,3055,4176,3864,3433,4188,4619,5224,5297,818,3076,3294,4380,3977,3564,4368,4705,5321,5377,46,10,85,100,96,33,16,14,15,24
380,33660,,,"Mobile, AL",Metropolitan Statistical Area,430573,430719,430941,430423,430962,430815,431017,431294,431566,430567,430310,429536,222,-518,539,-147,202,277,272,-999,-257,-774,1386,5777,5843,5552,5821,5871,5765,5755,5709,5608,974,4331,4234,4606,4496,4370,4564,4619,4588,4767,412,1446,1609,946,1325,1501,1201,1136,1121,841,124,616,714,605,480,584,628,400,454,280,-287,-2580,-1738,-1663,-1553,-1775,-1540,-2532,-1817,-1886,-163,-1964,-1024,-1058,-1073,-1191,-912,-2132,-1363,-1606,-27,0,-46,-35,-50,-33,-17,-3,-15,-9
380,33660,,01097,"Mobile County, AL",County or equivalent,412992,413139,413315,413068,413816,413918,414149,414462,414945,414045,413908,413210,176,-247,748,102,231,313,483,-900,-137,-698,1345,5607,5677,5392,5654,5693,5588,5585,5543,5443,949,4130,4051,4375,4284,4148,4331,4434,4429,4576,396,1477,1626,1017,1370,1545,1257,1151,1114,867,122,597,688,588,457,567,605,385,440,266,-314,-2321,-1514,-1467,-1548,-1766,-1363,-2431,-1677,-1821,-192,-1724,-826,-879,-1091,-1199,-758,-2046,-1237,-1555,-28,0,-52,-36,-48,-33,-16,-5,-14,-10
380,33660,,01129,"Washington County, AL",County or equivalent,17581,17580,17626,17355,17146,16897,16868,16832,16621,16522,16402,16326,46,-271,-209,-249,-29,-36,-211,-99,-120,-76,41,170,166,160,167,178,177,170,166,165,25,201,183,231,212,222,233,185,159,191,16,-31,-17,-71,-45,-44,-56,-15,7,-26,2,19,26,17,23,17,23,15,14,14,27,-259,-224,-196,-5,-9,-177,-101,-140,-65,29,-240,-198,-179,18,8,-154,-86,-126,-51,1,0,6,1,-2,0,-1,2,-1,1
384,,,,"Monroe-Ruston, LA",Combined Statistical Area,251155,251227,251525,251944,252177,252687,252768,253102,252792,251365,249250,247003,298,419,233,510,81,334,-310,-1427,-2115,-2247,789,3553,3577,3398,3576,3542,3480,3390,3174,3122,513,2498,2342,2506,2632,2574,2559,2584,2731,2660,276,1055,1235,892,944,968,921,806,443,462,71,388,162,262,216,236,249,132,136,129,-38,-1023,-1150,-622,-1071,-848,-1474,-2366,-2702,-2841,33,-635,-988,-360,-855,-612,-1225,-2234,-2566,-2712,-11,-1,-14,-22,-8,-22,-6,1,8,3
384,33740,,,"Monroe, LA",Metropolitan Statistical Area,204420,204487,204675,204886,205151,205454,205570,205668,205319,203894,202138,200261,188,211,265,303,116,98,-349,-1425,-1756,-1877,664,2980,3006,2805,3009,2952,2890,2810,2649,2606,446,2139,2033,2118,2235,2184,2218,2186,2278,2243,218,841,973,687,774,768,672,624,371,363,30,164,50,136,92,89,90,41,43,44,-52,-791,-743,-498,-737,-740,-1104,-2090,-2177,-2285,-22,-627,-693,-362,-645,-651,-1014,-2049,-2134,-2241,-8,-3,-15,-22,-13,-19,-7,0,7,1
384,33740,,22067,"Morehouse Parish, LA",County or equivalent,27979,27979,27873,27479,27375,26938,26652,26301,25894,25655,25324,24874,-106,-394,-104,-437,-286,-351,-407,-239,-331,-450,92,381,365,338,374,374,361,362,332,330,135,386,365,376,382,388,357,344,375,346,-43,-5,0,-38,-8,-14,4,18,-43,-16,1,8,6,7,3,-2,-1,-1,-1,-1,-67,-398,-110,-412,-285,-337,-409,-256,-288,-434,-66,-390,-104,-405,-282,-339,-410,-257,-289,-435,3,1,0,6,4,2,-1,0,1,1
384,33740,,22073,"Ouachita Parish, LA",County or equivalent,153720,153734,153969,154650,155256,156062,156360,156880,156897,155841,154571,153279,235,681,606,806,298,520,17,-1056,-1270,-1292,503,2302,2337,2202,2356,2300,2244,2182,2089,2046,272,1508,1424,1481,1557,1534,1594,1553,1643,1648,231,794,913,721,799,766,650,629,446,398,28,136,42,96,76,85,78,38,39,40,-12,-245,-328,15,-560,-313,-707,-1724,-1762,-1731,16,-109,-286,111,-484,-228,-629,-1686,-1723,-1691,-12,-4,-21,-26,-17,-18,-4,1,7,1
384,33740,,22111,"Union Parish, LA",County or equivalent,22721,22774,22833,22757,22520,22454,22558,22487,22528,22398,22243,22108,59,-76,-237,-66,104,-71,41,-130,-155,-135,69,297,304,265,279,278,285,266,228,230,39,245,244,261,296,262,267,289,260,249,30,52,60,4,-17,16,18,-23,-32,-19,1,20,2,33,13,6,13,4,5,5,27,-148,-305,-101,108,-90,12,-110,-127,-120,28,-128,-303,-68,121,-84,25,-106,-122,-115,1,0,6,-2,0,-3,-2,-1,-1,-1
384,40820,,,"Ruston, LA",Micropolitan Statistical Area,46735,46740,46850,47058,47026,47233,47198,47434,47473,47471,47112,46742,110,208,-32,207,-35,236,39,-2,-359,-370,125,573,571,593,567,590,590,580,525,516,67,359,309,388,397,390,341,398,453,417,58,214,262,205,170,200,249,182,72,99,41,224,112,126,124,147,159,91,93,85,14,-232,-407,-124,-334,-108,-370,-276,-525,-556,55,-8,-295,2,-210,39,-211,-185,-432,-471,-3,2,1,0,5,-3,1,1,1,2
384,40820,,22061,"Lincoln Parish, LA",County or equivalent,46735,46740,46850,47058,47026,47233,47198,47434,47473,47471,47112,46742,110,208,-32,207,-35,236,39,-2,-359,-370,125,573,571,593,567,590,590,580,525,516,67,359,309,388,397,390,341,398,453,417,58,214,262,205,170,200,249,182,72,99,41,224,112,126,124,147,159,91,93,85,14,-232,-407,-124,-334,-108,-370,-276,-525,-556,55,-8,-295,2,-210,39,-211,-185,-432,-471,-3,2,1,0,5,-3,1,1,1,2
388,,,,"Montgomery-Selma-Alexander City, AL",Combined Statistical Area,471511,471727,472229,471688,470055,468372,466951,465840,465350,464749,462494,461516,502,-541,-1633,-1683,-1421,-1111,-490,-601,-2255,-978,1411,6045,6033,5829,6027,6007,5879,5925,5752,5642,1073,4502,4456,4775,4671,4869,4897,4932,4798,4865,338,1543,1577,1054,1356,1138,982,993,954,777,119,402,668,566,391,511,640,347,337,349,50,-2491,-3947,-3340,-3173,-2747,-2105,-1927,-3550,-2099,169,-2089,-3279,-2774,-2782,-2236,-1465,-1580,-3213,-1750,-5,5,69,37,5,-13,-7,-14,4,-5
388,10760,,,"Alexander City, AL",Micropolitan Statistical Area,53155,53374,53256,52888,52394,52282,51921,51539,51405,51337,51178,51030,-118,-368,-494,-112,-361,-382,-134,-68,-159,-148,149,560,607,530,557,570,549,497,508,474,173,669,667,659,636,617,690,755,656,656,-24,-109,-60,-129,-79,-47,-141,-258,-148,-182,0,7,7,8,-6,4,26,13,17,15,-96,-268,-443,13,-273,-334,-16,181,-28,24,-96,-261,-436,21,-279,-330,10,194,-11,39,2,2,2,-4,-3,-5,-3,-4,0,-5
388,10760,,01037,"Coosa County, AL",County or equivalent,11539,11756,11780,11486,11346,11254,11037,10934,10819,10724,10643,10663,24,-294,-140,-92,-217,-103,-115,-95,-81,20,21,94,107,86,103,97,87,81,97,89,11,163,139,133,122,137,155,152,122,122,10,-69,-32,-47,-19,-40,-68,-71,-25,-33,-1,1,-3,4,3,12,17,14,15,13,16,-228,-103,-47,-207,-72,-64,-38,-72,42,15,-227,-106,-43,-204,-60,-47,-24,-57,55,-1,2,-2,-2,6,-3,0,0,1,-2
388,10760,,01123,"Tallapoosa County, AL",County or equivalent,41616,41618,41476,41402,41048,41028,40884,40605,40586,40613,40535,40367,-142,-74,-354,-20,-144,-279,-19,27,-78,-168,128,466,500,444,454,473,462,416,411,385,162,506,528,526,514,480,535,603,534,534,-34,-40,-28,-82,-60,-7,-73,-187,-123,-149,1,6,10,4,-9,-8,9,-1,2,2,-112,-40,-340,60,-66,-262,48,219,44,-18,-111,-34,-330,64,-75,-270,57,218,46,-16,3,0,4,-2,-9,-2,-3,-4,-1,-3
388,33860,,,"Montgomery, AL",Metropolitan Statistical Area,374536,374540,375119,375549,374872,374114,373476,373365,373865,374174,373022,373290,579,430,-677,-758,-638,-111,500,309,-1152,268,1133,4901,4841,4788,4918,4947,4822,4912,4797,4730,824,3287,3283,3561,3499,3737,3636,3630,3598,3667,309,1614,1558,1227,1419,1210,1186,1282,1199,1063,119,402,664,562,401,506,606,329,315,329,153,-1588,-2950,-2574,-2464,-1812,-1286,-1289,-2668,-1121,272,-1186,-2286,-2012,-2063,-1306,-680,-960,-2353,-792,-2,2,51,27,6,-15,-6,-13,2,-3
388,33860,,01001,"Autauga County, AL",County or equivalent,54571,54597,54773,55227,54954,54727,54893,54864,55243,55390,55533,55869,176,454,-273,-227,166,-29,379,147,143,336,150,638,615,571,640,651,666,676,631,624,157,514,560,582,573,584,547,573,518,541,-7,124,55,-11,67,67,119,103,113,83,25,4,-14,12,7,13,-3,-12,-7,-16,147,327,-329,-226,101,-107,266,59,37,270,172,331,-343,-214,108,-94,263,47,30,254,11,-1,15,-2,-9,-2,-3,-3,0,-1
388,33860,,01051,"Elmore County, AL",County or equivalent,79303,79272,79552,79993,80193,80536,80538,80872,81204,81422,81011,81209,280,441,200,343,2,334,332,218,-411,198,234,968,960,986,950,936,896,964,897,932,191,708,663,755,742,778,781,790,828,821,43,260,297,231,208,158,115,174,69,111,8,36,66,79,35,45,51,23,21,25,218,147,-157,44,-230,142,168,25,-504,67,226,183,-91,123,-195,187,219,48,-483,92,11,-2,-6,-11,-11,-11,-2,-4,3,-5
388,33860,,01085,"Lowndes County, AL",County or equivalent,11299,11296,11289,11140,10851,10661,10494,10350,10248,10097,9974,9726,-7,-149,-289,-190,-167,-144,-102,-151,-123,-248,37,150,146,140,119,129,125,125,117,116,18,157,115,142,109,146,128,145,131,141,19,-7,31,-2,10,-17,-3,-20,-14,-25,0,2,-1,0,-1,-1,-1,-1,-1,-1,-26,-144,-329,-193,-180,-127,-97,-129,-109,-223,-26,-142,-330,-193,-181,-128,-98,-130,-110,-224,0,0,10,5,4,1,-1,-1,1,1
388,33860,,01101,"Montgomery County, AL",County or equivalent,229363,229375,229505,229189,228874,228190,227551,227279,227170,227265,226504,226486,130,-316,-315,-684,-639,-272,-109,95,-761,-18,712,3145,3120,3091,3209,3231,3135,3147,3152,3058,458,1908,1945,2082,2075,2229,2180,2122,2121,2164,254,1237,1175,1009,1134,1002,955,1025,1031,894,86,360,613,471,360,449,559,319,302,321,-186,-1918,-2135,-2199,-2155,-1720,-1623,-1244,-2092,-1235,-100,-1558,-1522,-1728,-1795,-1271,-1064,-925,-1790,-914,-24,5,32,35,22,-3,0,-5,-2,2
388,42820,,,"Selma, AL",Micropolitan Statistical Area,43820,43813,43854,43251,42789,41976,41554,40936,40080,39238,38294,37196,41,-603,-462,-813,-422,-618,-856,-842,-944,-1098,129,584,585,511,552,490,508,516,447,438,76,546,506,555,536,515,571,547,544,542,53,38,79,-44,16,-25,-63,-31,-97,-104,0,-7,-3,-4,-4,1,8,5,5,5,-7,-635,-554,-779,-436,-601,-803,-819,-854,-1002,-7,-642,-557,-783,-440,-600,-795,-814,-849,-997,-5,1,16,14,2,7,2,3,2,3
388,42820,,01047,"Dallas County, AL",County or equivalent,43820,43813,43854,43251,42789,41976,41554,40936,40080,39238,38294,37196,41,-603,-462,-813,-422,-618,-856,-842,-944,-1098,129,584,585,511,552,490,508,516,447,438,76,546,506,555,536,515,571,547,544,542,53,38,79,-44,16,-25,-63,-31,-97,-104,0,-7,-3,-4,-4,1,8,5,5,5,-7,-635,-554,-779,-436,-601,-803,-819,-854,-1002,-7,-642,-557,-783,-440,-600,-795,-814,-849,-997,-5,1,16,14,2,7,2,3,2,3
390,,,,"Morgantown-Fairmont, WV",Combined Statistical Area,186127,186135,186856,189370,191573,192671,194188,195284,195907,195957,195295,195116,721,2514,2203,1098,1517,1096,623,50,-662,-179,474,2111,2050,2032,2111,2178,2080,2065,2016,1974,282,1666,1622,1698,1654,1762,1829,1795,1777,1768,192,445,428,334,457,416,251,270,239,206,27,658,341,330,533,673,559,264,51,-43,471,1402,1402,427,545,23,-181,-481,-949,-335,498,2060,1743,757,1078,696,378,-217,-898,-378,31,9,32,7,-18,-16,-6,-3,-3,-7
390,21900,,,"Fairmont, WV",Micropolitan Statistical Area,56418,56433,56548,56692,56760,56723,56792,56761,56504,56349,56091,56072,115,144,68,-37,69,-31,-257,-155,-258,-19,172,685,639,661,646,630,641,655,602,594,116,657,635,657,636,707,726,692,686,673,56,28,4,4,10,-77,-85,-37,-84,-79,3,43,3,51,9,8,-2,-9,-17,-17,59,76,71,-84,63,43,-167,-108,-152,79,62,119,74,-33,72,51,-169,-117,-169,62,-3,-3,-10,-8,-13,-5,-3,-1,-5,-2
390,21900,,54049,"Marion County, WV",County or equivalent,56418,56433,56548,56692,56760,56723,56792,56761,56504,56349,56091,56072,115,144,68,-37,69,-31,-257,-155,-258,-19,172,685,639,661,646,630,641,655,602,594,116,657,635,657,636,707,726,692,686,673,56,28,4,4,10,-77,-85,-37,-84,-79,3,43,3,51,9,8,-2,-9,-17,-17,59,76,71,-84,63,43,-167,-108,-152,79,62,119,74,-33,72,51,-169,-117,-169,62,-3,-3,-10,-8,-13,-5,-3,-1,-5,-2
390,34060,,,"Morgantown, WV",Metropolitan Statistical Area,129709,129702,130308,132678,134813,135948,137396,138523,139403,139608,139204,139044,606,2370,2135,1135,1448,1127,880,205,-404,-160,302,1426,1411,1371,1465,1548,1439,1410,1414,1380,166,1009,987,1041,1018,1055,1103,1103,1091,1095,136,417,424,330,447,493,336,307,323,285,24,615,338,279,524,665,561,273,68,-26,412,1326,1331,511,482,-20,-14,-373,-797,-414,436,1941,1669,790,1006,645,547,-100,-729,-440,34,12,42,15,-5,-11,-3,-2,2,-5
390,34060,,54061,"Monongalia County, WV",County or equivalent,96189,96184,96754,99018,100915,102266,103480,104681,105643,105782,105651,105612,570,2264,1897,1351,1214,1201,962,139,-131,-39,225,1071,1045,1034,1123,1200,1110,1062,1112,1071,124,640,650,674,655,693,712,732,724,731,101,431,395,360,468,507,398,330,388,340,24,623,343,283,519,619,516,222,-16,-15,406,1198,1117,693,236,85,49,-412,-505,-362,430,1821,1460,976,755,704,565,-190,-521,-377,39,12,42,15,-9,-10,-1,-1,2,-2
390,34060,,54077,"Preston County, WV",County or equivalent,33520,33518,33554,33660,33898,33682,33916,33842,33760,33826,33553,33432,36,106,238,-216,234,-74,-82,66,-273,-121,77,355,366,337,342,348,329,348,302,309,42,369,337,367,363,362,391,371,367,364,35,-14,29,-30,-21,-14,-62,-23,-65,-55,0,-8,-5,-4,5,46,45,51,84,-11,6,128,214,-182,246,-105,-63,39,-292,-52,6,120,209,-186,251,-59,-18,90,-208,-63,-5,0,0,0,4,-1,-2,-1,0,-3
393,,,,"Moses Lake-Othello, WA",Combined Statistical Area,107848,107855,108348,109471,110244,110799,112074,112760,113590,115008,116408,117716,493,1123,773,555,1275,686,830,1418,1400,1308,576,2037,1978,1936,1880,1883,1849,1817,1884,1874,250,763,779,773,797,798,798,843,798,819,326,1274,1199,1163,1083,1085,1051,974,1086,1055,-7,-30,-83,118,326,335,399,194,110,105,169,-117,-332,-724,-123,-734,-618,256,202,150,162,-147,-415,-606,203,-399,-219,450,312,255,5,-4,-11,-2,-11,0,-2,-6,2,-2
393,34180,,,"Moses Lake, WA",Micropolitan Statistical Area,89120,89124,89558,90594,91300,91701,92897,93527,94221,95357,96672,97733,434,1036,706,401,1196,630,694,1136,1315,1061,430,1614,1575,1527,1499,1500,1485,1432,1502,1486,201,648,682,651,675,656,671,710,722,719,229,966,893,876,824,844,814,722,780,767,-4,-26,-65,121,301,270,321,155,88,81,206,100,-104,-596,87,-482,-439,265,448,215,202,74,-169,-475,388,-212,-118,420,536,296,3,-4,-18,0,-16,-2,-2,-6,-1,-2
393,34180,,53025,"Grant County, WA",County or equivalent,89120,89124,89558,90594,91300,91701,92897,93527,94221,95357,96672,97733,434,1036,706,401,1196,630,694,1136,1315,1061,430,1614,1575,1527,1499,1500,1485,1432,1502,1486,201,648,682,651,675,656,671,710,722,719,229,966,893,876,824,844,814,722,780,767,-4,-26,-65,121,301,270,321,155,88,81,206,100,-104,-596,87,-482,-439,265,448,215,202,74,-169,-475,388,-212,-118,420,536,296,3,-4,-18,0,-16,-2,-2,-6,-1,-2
393,36830,,,"Othello, WA",Micropolitan Statistical Area,18728,18731,18790,18877,18944,19098,19177,19233,19369,19651,19736,19983,59,87,67,154,79,56,136,282,85,247,146,423,403,409,381,383,364,385,382,388,49,115,97,122,122,142,127,133,76,100,97,308,306,287,259,241,237,252,306,288,-3,-4,-18,-3,25,65,78,39,22,24,-37,-217,-228,-128,-210,-252,-179,-9,-246,-65,-40,-221,-246,-131,-185,-187,-101,30,-224,-41,2,0,7,-2,5,2,0,0,3,0
393,36830,,53001,"Adams County, WA",County or equivalent,18728,18731,18790,18877,18944,19098,19177,19233,19369,19651,19736,19983,59,87,67,154,79,56,136,282,85,247,146,423,403,409,381,383,364,385,382,388,49,115,97,122,122,142,127,133,76,100,97,308,306,287,259,241,237,252,306,288,-3,-4,-18,-3,25,65,78,39,22,24,-37,-217,-228,-128,-210,-252,-179,-9,-246,-65,-40,-221,-246,-131,-185,-187,-101,30,-224,-41,2,0,7,-2,5,2,0,0,3,0
394,,,,"Mount Pleasant-Alma, MI",Combined Statistical Area,112787,112791,112726,112734,112639,112155,111561,112098,112218,112056,111065,110583,-65,8,-95,-484,-594,537,120,-162,-991,-482,288,1084,1061,1056,1059,1143,1043,999,1064,1026,258,889,833,918,863,940,958,968,905,883,30,195,228,138,196,203,85,31,159,143,36,233,260,244,257,209,244,196,127,128,-126,-420,-574,-889,-1074,130,-212,-392,-1287,-761,-90,-187,-314,-645,-817,339,32,-196,-1160,-633,-5,0,-9,23,27,-5,3,3,10,8
394,10940,,,"Alma, MI",Micropolitan Statistical Area,42476,42478,42432,42119,41973,41931,41467,41331,40955,40979,40602,40711,-46,-313,-146,-42,-464,-136,-376,24,-377,109,112,438,432,405,377,421,389,368,386,366,122,422,397,467,411,465,451,473,417,423,-10,16,35,-62,-34,-44,-62,-105,-31,-57,5,21,19,14,9,10,14,9,7,7,-38,-351,-197,9,-450,-99,-331,121,-354,160,-33,-330,-178,23,-441,-89,-317,130,-347,167,-3,1,-3,-3,11,-3,3,-1,1,-1
394,10940,,26057,"Gratiot County, MI",County or equivalent,42476,42478,42432,42119,41973,41931,41467,41331,40955,40979,40602,40711,-46,-313,-146,-42,-464,-136,-376,24,-377,109,112,438,432,405,377,421,389,368,386,366,122,422,397,467,411,465,451,473,417,423,-10,16,35,-62,-34,-44,-62,-105,-31,-57,5,21,19,14,9,10,14,9,7,7,-38,-351,-197,9,-450,-99,-331,121,-354,160,-33,-330,-178,23,-441,-89,-317,130,-347,167,-3,1,-3,-3,11,-3,3,-1,1,-1
394,34380,,,"Mount Pleasant, MI",Micropolitan Statistical Area,70311,70313,70294,70615,70666,70224,70094,70767,71263,71077,70463,69872,-19,321,51,-442,-130,673,496,-186,-614,-591,176,646,629,651,682,722,654,631,678,660,136,467,436,451,452,475,507,495,488,460,40,179,193,200,230,247,147,136,190,200,31,212,241,230,248,199,230,187,120,121,-88,-69,-377,-898,-624,229,119,-513,-933,-921,-57,143,-136,-668,-376,428,349,-326,-813,-800,-2,-1,-6,26,16,-2,0,4,9,9
394,34380,,26073,"Isabella County, MI",County or equivalent,70311,70313,70294,70615,70666,70224,70094,70767,71263,71077,70463,69872,-19,321,51,-442,-130,673,496,-186,-614,-591,176,646,629,651,682,722,654,631,678,660,136,467,436,451,452,475,507,495,488,460,40,179,193,200,230,247,147,136,190,200,31,212,241,230,248,199,230,187,120,121,-88,-69,-377,-898,-624,229,119,-513,-933,-921,-57,143,-136,-668,-376,428,349,-326,-813,-800,-2,-1,-6,26,16,-2,0,4,9,9
