Station Name,Street Address,City,State,ZIP,Status Code,Latitude,Longitude,ID,Open Date,EV Connector Types,Country,Access Code
TRANS SERVICES TERRELL,Terrell Parking Garage Cougar Way,Pullman,WA,99163,E,46.732394,-117.164374,76857,,J1772,US,public
TRANS SERVICES SCUE,Smith Center Parking Garage Stadium Way,Pullman,WA,99163,E,46.729675,-117.161393,76858,,J1772,US,public
BMW NORTHWEST STATION 01,4011 20th St E,Fife,WA,98424,E,47.2398,-122.374201,76926,,J1772,US,public
WASHINGTON ST LACONNER #1,100 Washington Ave,La Conner,WA,98257,E,48.391109,-122.496837,76993,,J1772,US,public
THE REGENT STATION 1,10600 NE 29th St,Bellevue,WA,98004,E,47.637039,-122.199118,77221,,J1772,US,public
THE SHOPS SHOPSONCENTRAL,301 S Central Ave,Quincy,WA,98848,E,47.235171,-119.853809,77443,,J1772,US,public
LONGACRES LONGACRES A #1,1201 SW 27th St,Renton,WA,98057,E,47.456345,-122.238957,77572,,J1772,US,public
LONGACRES LONGACRES B #1,2921 Naches Ave SW,Renton,WA,98057,E,47.455344,-122.238855,77573,,J1772,US,public
LONGACRES LONGACRES A #2,2715 Naches Ave SW,Renton,WA,98057,E,47.45641,-122.238981,77574,,J1772,US,public
LONGACRES LONGACRES B #2,29210Naches Ave SW,Renton,WA,98057,E,47.455189,-122.238893,77575,,J1772,US,public
NBK Bremerton / N68436-B107-1,Burwell at Park Ave,Bremerton,WA,98314,E,47.56415,-122.630287,77670,2016-08-15,J1772,US,private
NBK Bremerton / N68436-B850A,1402 Farragut Ave,Bremerton,WA,98314,E,47.5501,-122.6401,77671,2016-08-15,J1772,US,private
NBK Bremerton / N68436-B850,1401 Farragut Ave,Bremerton,WA,98314,E,47.5501,-122.6401,77674,2016-08-15,NEMA515,US,private
Washington State University - Pullman Plant Materials Center,Johnson Hall 113,Pullman,WA,99164,E,46.731746,-117.157928,77678,2016-08-15,J1772,US,private
TwispWorks,503 S Glover St,Twisp,WA,98856,E,48.362102,-120.121376,77771,2016-08-05,J1772,US,public
Wellspring Spa at Mount Rainier,54922 Kernahan Rd E,Ashford,WA,98304,E,46.759919,-121.981984,77990,2016-08-14,NEMA1450,US,public
PSS CHARGEPOINT PSS #2 NORTH,801 Rainier Ave S,Seattle,WA,98144,E,47.595546,-122.31163,78230,,J1772,US,public
PSS CHARGEPOINT PSS #1,807 Rainier Ave S,Seattle,WA,98144,E,47.595392,-122.311507,78231,,J1772,US,public
SOUND TRANSIT ANGLE LAKE #2,2702 S 200th St,SeaTac,WA,98188,E,47.423319,-122.298723,78570,,J1772,US,public
SOUND TRANSIT ANGLE LAKE #4,2702 S 200th St,SeaTac,WA,98198,E,47.42327,-122.298719,78571,,J1772,US,public
Town of Concrete - Park and Ride,7503 N Superior,Concrete,WA,98237,E,48.537035,-121.758653,78783,2016-11-01,J1772,US,public
BMW SEATTLE DC FAST 02,1002 Airport Way S.,Seattle,WA,98134,E,47.594294,-122.324845,78795,,J1772COMBO,US,public
KENT STATION KENT STATION #2,301-383 1st Ave N,Kent,WA,98032,E,47.383945,-122.233653,78874,,J1772,US,public
Ferry County Public Utility District,686 S Clark Ave,Republic,WA,99166,E,48.64698,-118.737542,79167,2016-10-15,J1772,US,public
Chelan County Public Utility District,327 N Wenatchee Ave,Wenatchee,WA,98801,E,47.429582,-120.315228,79230,2016-10-03,J1772,US,public
BASTYR UNIV BASTYR DUAL #1,1 Juanita Dr NE,Kenmore,WA,98028,E,47.731215,-122.249567,79238,,J1772,US,public
Walla Walla Park,River Park Ave E,Wenatchee,WA,98801,E,47.442921,-120.316235,79414,2016-10-28,J1772,US,public
DUAL EV SOUTH 1,2616 NE 46th St,Seattle,WA,98105,E,47.661471,-122.299298,79670,,J1772,US,public
KING COUNTY DOT KSC STATION #5,253-295 S Jackson St,Seattle,WA,98104,E,47.599,-122.330804,79748,,J1772,US,public
KING COUNTY DOT BURIEN P&R #8,14901 4th Ave SW,Burien,WA,98166,E,47.469303,-122.338464,79752,,J1772,US,public
RSS-1 RSS #1,485 Rainier Blvd N,Issaquah,WA,98027,E,47.534915,-122.037552,79902,,J1772,US,public
RPNW PSP-COBB #2,1325 4th Ave,Seattle,WA,98101,E,47.60872,-122.336023,79957,,J1772,US,public
GARAGE COMMERCIAL ST 2,1300 Commercial St,Bellingham,WA,98225,E,48.750857,-122.479518,80022,,J1772,US,public
TRANS SERVICES PACCAR,2000 Grimes Way,Pullman,WA,99164,E,46.729734,-117.156333,80116,,J1772,US,public
LINC SQUARE EXP LSE P2 #2,432-492 Bellevue Way NE,Bellevue,WA,98004,E,47.614294,-122.201255,81023,,J1772,US,public
LINC SQUARE EXP P5 1,410 Bellevue Way NE,Bellevue,WA,98004,E,47.614098,-122.200729,81024,,J1772,US,public
Skagit General Store,500 Newhalem St,Rockport,WA,98283,E,48.6735,-121.244711,81080,2019-10-26,J1772,US,public
Leavenworth Fish Hatchery,12790 Fish Hatchery Rd,Leavenworth,WA,98826,E,47.558592,-120.675803,81081,2016-08-01,J1772,US,public
Lincoln County Museum,600 7th St,Davenport,WA,99122,E,47.652922,-118.150361,81083,2016-10-01,J1772,US,public
Softechnologies,1504 W Northwest Blvd,Spokane,WA,99205,E,47.6789249,-117.4343555,81162,2016-07-15,J1772,US,public
MERCER ISLAND CITY HALL #1,9611 SE 36th St City Hall,Mercer Island,WA,98040,E,47.577257,-122.209818,81587,,J1772,US,public
UW TACOMA 6215 UW TAC LIB 1,1901 Jefferson Ave,Tacoma,WA,98402,E,47.244229,-122.438869,81742,,J1772,US,public
Kitsap Transit-George’s Corner Park & Ride,27618 Hansville Rd. NE,Kingston,WA,98346,E,47.812524,-122.540217,81779,2017-02-01,J1772,US,public
Kitsap Transit - Harper Church,10384 SE Sedgwick Rd.,Port Orchard,WA,98366,E,47.504444,-122.516388,81780,2017-02-01,J1772,US,public
Kitsap Transit - Poulsbo Office,21711 Vetter Rd NW,Poulsbo,WA,98370,E,47.760676,-122.649657,81782,2017-02-01,J1772 NEMA520,US,private
LONG BEACH STATION 1,406 Oregon Ave S,Long Beach,WA,98631,E,46.349339,-124.05352,82155,,J1772,US,public
SAMMAMISH SAMM VILLAGE #1,301 - 228th Avenue SE,Sammamish,WA,98074,E,47.605953,-122.037391,82271,,J1772,US,public
THE SUMMIT THE SUMMIT - P2,10885 NE 4th St,Bellevue,WA,98004,E,47.613367,-122.194775,82346,,J1772,US,public
City of Bridgeport - City Hall,1206 Columbia Ave,Bridgeport,WA,98813,E,48.009356,-119.672953,82396,2017-04-01,J1772,US,public
City of Tonasket - City Hall,209 N Whitcomb,Tonasket,WA,98855,E,48.705586,-119.438406,82397,2017-04-01,J1772,US,public
Y.V.M.H. SOUTH PARKING-2,2811 Tieton Dr,Yakima,WA,98902,E,46.593467,-120.546957,82447,,J1772,US,public
ESSEX BELLCENTERE 01,10822 NE 2nd Pl,Bellevue,WA,98004,E,47.612468,-122.194308,82499,,J1772,US,public
SAMMAMISH SAM VILLAGE #2,22612 SE 4th St,Sammamish,WA,98074,E,47.606215,-122.037426,82585,,J1772,US,public
Confluence Technology Center,285 Technology Center Way,Wenatchee,WA,98801,E,47.463409,-120.331529,82593,2017-05-15,J1772,US,public
Rocky Reach Dam Visitor Center,6151 US 97 Alternate,Wenatchee,WA,98801,E,47.531819,-120.300871,82594,2017-05-15,J1772,US,public
Sound Ford,101 SW Grady Way,Renton,WA,98057,E,47.47015,-122.218765,82775,2017-05-01,J1772,US,private
LONGACRES GH BLDG D2,1200 SW 27th St,Renton,WA,98057,E,47.457789,-122.234884,82782,,J1772,US,public
LONGACRES CH BLDG C 2,1300 SW 27th St,Renton,WA,98057,E,47.457807,-122.238226,82783,,J1772,US,public
MI SCHOOLS ISLANDER #1,7447 84th Ave SE,Mercer Island,WA,98040,E,47.536394,-122.228059,82787,,J1772,US,public
City of Seattle - Sunny Jim,4200 Airport Way S,Seattle,WA,98134,E,47.565076,-122.32205,85410,2017-04-01,J1772,US,private
City of Seattle - SeaPark Garage,609 6th Ave,Seattle,WA,98124,E,47.604394,-122.328735,85411,2017-04-01,J1772,US,private
City of Seattle - Seattle Department of Transportation,9200 8th Ave SW,Seattle,WA,98106,E,47.520043,-122.344155,85412,2017-04-01,J1772,US,private
City of Seattle - North Precinct,10049 Collget Way N,Seattle,WA,98133,E,47.702714,-122.334822,85413,2017-04-01,J1772,US,private
City of Seattle - South Precinct,3001 S Myrtle St,Seattle,WA,98108,E,47.538387,-122.293403,85414,2017-04-01,J1772,US,private
City of Seattle - Cedar Falls,19901 Cedar Falls Rd SE,North Bend,WA,98045,E,47.42101,-121.791179,85415,2017-04-01,J1772,US,private
Kitsap Transit Charleston Blvd,200 Charleston Blvd,Bremerton,WA,98312,E,47.561388,-122.654166,85477,2017-05-01,J1772,US,public
BELLEVUE DOWNTOWN PARK 2,10201 NE 4th St,Bellevue,WA,98004,E,47.61309,-122.206569,85540,,J1772,US,public
SKAGIT STATION SS1,105 E Kincaid St,Mount Vernon,WA,98273,E,48.418198,-122.334391,85568,,J1772,US,public
GCU STATION 1,1500 W 4th Ave,spokane,WA,99201,E,47.652783,-117.434917,85907,,J1772,US,public
400 DEXTER AVE 400 DEXTER 1,400 Dexter Ave N,Seattle,WA,98109,E,47.622264,-122.342164,86014,,J1772,US,public
Bellevue Nissan,14762 SE Eastgate Way,Bellevue,WA,98007,E,47.580655,-122.143364,86025,2017-03-01,J1772,US,public
ALOFT ALOFT ELEMENT 2,2752-2836 152nd Ave NE,Redmond,WA,98052,E,47.635607,-122.137229,86099,,J1772,US,public
UWB CASCADIA CC SOUTH DUAL 3,South Parking GarageCampus Way NE,Bothell,WA,98011,E,47.757838,-122.190947,86225,,J1772,US,public
RPNW IBM #1,1200 5th Ave,Seattle,WA,98101,E,47.608495,-122.333054,86298,,J1772,US,public
DEPT OF ECOLOGY HQ 1,300 Desmond DR SE,Lacey,WA,98516,E,47.047828,-122.806526,86920,,J1772,US,public
E_SOFI SOFI #1,13180 SE Newport Way,Bellevue,WA,98006,E,47.571386,-122.164808,86962,,J1772,US,public
BELLEVUE SQUARE BELL SQ NORTH 1,Bellevue Square - North Building104th Ave NE,Bellevue,WA,98004,E,47.616971,-122.203009,87711,,J1772,US,public
MERCER ISLAND MI COMMUN CTR,8236 SE 24th MI Community Center,Mercer Island,WA,98040,E,47.590057,-122.228541,87937,,J1772,US,public
LINK Transit,300 S Columbia St,Wenatchee,WA,98801,E,47.4175735,-120.317166,87947,2018-03-08,,US,private
DC CORRIDOR WALLYPARKDC1,18613 International Blvd,SeaTac,WA,98188,E,47.436233,-122.296635,88018,,CHADEMO J1772COMBO,US,public
COLLEGE HALL PARKING GARAGE,821 E Boone Ave,Spokane,WA,99202,E,47.668201,-117.397214,88084,,J1772,US,public
CAR CHARGER #1 SOMA DUAL 1,288 106th Ave NE,Bellevue,WA,98004,E,47.612754,-122.198497,88290,,J1772,US,public
PUBLIC WORKS 1 MARITIME PIER,3025 Harborview Dr,Gig Harbor,WA,98335,E,47.329291,-122.578979,88546,,J1772,US,public
DUAL EV SOUTH 2,2623 NE University Village St,Seattle,WA,98105,E,47.661361,-122.298284,88696,,J1772,US,public
PARK77 PARK77 C,20227 77th Ave NE,Arlington,WA,98223,E,48.180175,-122.12563,88777,,J1772,US,public
PUBLIC WORKS 1 GH FINHOLM 1,8828-8844 N Harborview Dr,Gig Harbor,WA,98332,E,47.339342,-122.590314,88827,,J1772,US,public
KIRKLAND MARINA PARK 1,9 Lakeshore Plaza,Kirkland,WA,98033,E,47.675365,-122.2075,88830,,J1772,US,public
Jefferson Transit Authority Four Corners Park N Ride,63 Four Corners,Port Townsend,WA,98368,E,48.050029,-122.818654,92107,2018-01-01,J1772,US,public
"Kitsap Transit - North Viking Poulsbo Park N Ride, WA",21711 Vetter Rd NW,Poulsbo,WA,98370,E,47.75946,-122.661047,92108,2018-01-01,J1772,US,public
FACTORIA EV KAMBER ROAD,13545 SE 26th St,Bellevue,WA,98005,E,47.587,-122.159356,92251,,J1772,US,public
SECURITIES BLDG STATION 1,1913 4th Ave,Seattle,WA,98101,E,47.612407,-122.339426,92369,,J1772,US,public
DC CORRIDOR CENTRAL SEA COL,1609 Harvard Ave,Seattle,WA,98122,E,47.615553,-122.32285,92472,,CHADEMO J1772COMBO,US,public
EDMONDSNISSAN COMMERCIAL 2,24015 84th Ave W,Edmonds,WA,98026,E,47.781357,-122.34569,92487,,CHADEMO J1772COMBO,US,public
Redmond Town Center,7525 166th Ave NE,Redmond,WA,98052,E,47.67137,-122.11949,93088,,CHADEMO J1772 J1772COMBO,US,public
REI,222 Yale Ave N,Seattle,WA,98109,E,47.62066,-122.32952,93146,,CHADEMO J1772 J1772COMBO,US,public
Conoco,1293 S Division St,Ritzville,WA,99169,E,47.118605,-118.365561,93172,,CHADEMO J1772COMBO,US,public
Tacoma Mall,4502 S Steele St,Tacoma,WA,98409,E,47.21543,-122.47068,93339,,CHADEMO J1772 J1772COMBO,US,public
Seattle Premium Outlets,10600 Quil Ceda Blvd,Marysville,WA,98271,E,48.09264,-122.1897,93343,,CHADEMO J1772COMBO,US,public
North Bend Premium Outlets,461 S Fork Ave SW,North Bend,WA,98045,E,47.49132,-121.79308,93352,,CHADEMO J1772COMBO,US,public
Northgate Mall,401 NE Northgate Way,Seattle,WA,98125,E,47.7033,-122.32519,93364,,CHADEMO J1772COMBO,US,public
Harvard Market,1406 Harvard Ave,Seattle,WA,98122,E,47.613457,-122.321919,93443,,CHADEMO J1772COMBO,US,public
The Landing,828 N 10th Pl,Renton,WA,98057,E,47.49845,-122.20461,93483,,CHADEMO J1772COMBO,US,public
Walmart,1486 Dike Access Rd,Woodland,WA,98674,E,45.92845,-122.76205,93531,,CHADEMO J1772COMBO,US,public
New Seasons,2755 77th Ave SE,Mercer Island,WA,98040,E,47.58489,-122.23611,93550,,CHADEMO J1772COMBO,US,public
AAA,3000 196th St SW,Lynnwood,WA,98036,E,47.820568,-122.273567,93552,,CHADEMO J1772COMBO,US,public
San Juan Islands Conservation District,530 Guard St,Friday Harbor,WA,98250,E,48.536489,-123.021351,93840,2015-01-01,J1772,US,public
Avalon Business Park,322 Daniel Ln,Friday Harbor,WA,98250,E,48.514655,-123.028884,93841,2017-01-01,J1772,US,public
Earthbox Inn and Spa,410 Spring St,Friday Harbor,WA,98250,E,48.532963,-123.019311,93842,2016-01-01,J1772,US,public
Friday Harbor Grand Bed and Breakfast,345 Blair Ave,Friday Harbor,WA,98250,E,48.532844,-123.021001,93843,2017-01-01,J1772,US,public
Sweet Earth Farm,16 Sweet Earth Ln,Friday Harbor,WA,98250,E,48.561173,-123.164341,93844,2017-01-01,J1772,US,public
Odd Fellows Hall,112 Haven Rd,Eastsound,WA,98245,E,48.692979,-122.904798,93846,2017-01-01,J1772,US,public
Rosario Resort,410 Ocean Mist Way,Eastsound,WA,98245,E,48.648792,-122.868418,93847,2016-01-01,J1772,US,public
Doe Bay Resort,107 Doe Bay Rd,Olga,WA,98279,E,48.641279,-122.781015,93848,2016-01-01,J1772,US,public
Lopez Island Library,2225 Fisherman Bay Rd,Lopez,WA,98261,E,48.521863,-122.909571,93849,2016-01-01,J1772,US,public
Lopez Community Land Trust,25 Tuatara Rd,Lopez,WA,98261,E,48.530774,-122.914874,93850,2016-01-01,J1772,US,public
CENTRAL PIERCE CPFR 60 1,17520 22nd Ave E,Spanaway,WA,98445,E,47.097774,-122.40071,94623,,J1772,US,public
CENTRAL PIERCE CPFR 60 2,17520 22nd Ave East,Spanaway,WA,98387,E,47.097232,-122.401627,94624,,J1772,US,public
RPNW FC #1,319 University St,Seattle,WA,98101,E,47.608017,-122.335273,94715,,J1772,US,public
Costco,999 Lake Dr,Issaquah,WA,98027,E,47.54894,-122.04991,94884,2018-03-01,J1772,US,public
Hampton Inn,17770 NE 78th Pl,Redmond,WA,98053,E,47.673951,-122.103591,94885,2017-01-06,J1772,US,public
Hampton Inn,19211 Woodinville Snohomish Rd,Woodinville,WA,98072,E,47.767496,-122.155194,94886,2017-10-12,J1772,US,public
FRED MEYER - #095 Everett,8530 Evergreen Way,Everett,WA,98204,E,47.919531,-122.232309,95048,,J1772,US,public
Clark Public Utilities - Administration Building,1200 Fort Vancouver Way,Vancouver,WA,98663,E,45.629398,-122.663254,95063,,CHADEMO,US,public
MasterPark Valet Garage,16826 International Blvd,SeaTac,WA,98188,E,47.451709,-122.295497,95110,,J1772,US,public
Thurston County Juvenile Court,1520 Irving St SW,Tumwater,WA,98512,E,47.023179,-122.922337,95134,,J1772,US,public
FRED MEYER - #688 Alderwood,2902 164th Street SW,Lynnwood,WA,98037,E,47.84839,-122.27274,95160,,J1772,US,public
305 2nd Street Location,305 2nd Street,Langley,WA,98260,E,48.039928,-122.409736,95219,,J1772,US,public
Olympic College,1600 Chester Ave,Bremerton,WA,98337,E,47.575355,-122.634233,95250,,J1772,US,private
Port of Poulsbo,19133 Jensen Way NE,Poulsbo,WA,98370,E,47.736632,-122.647204,95259,,J1772,US,public
FRED MEYER - #608 Ballard,915 NW 45th St,Seattle,WA,98107,E,47.660259,-122.369174,95279,,J1772,US,public
The Landmark Business Office,1601 East Valley Rd,Renton,WA,98057,E,47.4654,-122.220917,95338,,J1772,US,public
Everett Community College,"2000 Tower St, Maintenance Bldg 105",Everett,WA,98201,E,48.0067833,-122.2027667,95356,,J1772,US,public
Haselwood Family YMCA Silverdale,3909 NW Randall Way,Silverdale,WA,98383,E,47.65265,-122.695072,95368,,CHADEMO J1772,US,public
PSEJATC,550 SW 7th St,Renton,WA,98057,E,47.474171,-122.224102,95459,,J1772,US,public
Skagit Valley College,2405 E. College Way,Mt. Vernon,WA,98273,E,48.436423,-122.3088327,95464,,J1772,US,public
Bellevue College - Garage,3000 Landerholm Cir SE,Bellevue,WA,98007,E,47.585655,-122.147284,95496,,J1772,US,public
FRED MEYER - #023 Bellevue,2041 148TH NE,Bellevue,WA,98007,E,47.629331,-122.144051,95499,,J1772,US,public
Legacy Salmon Creek Hospital,2211 Northeast 139th Street,Vancouver,WA,98686,E,45.720387,-122.648554,95594,,J1772,US,public
Cowlitz County - Public Utility District,961 12th Ave,Longview,WA,98632,E,46.131351,-122.935973,95613,,J1772,US,public
Walgreens Store #7480,1701 Auburn Way S,Auburn,WA,98002,E,47.293216,-122.212814,95621,,CHADEMO J1772,US,public
McLendon Hardware Tacoma,1015 N Pearl St,Tacoma,WA,98406,E,47.25914,-122.514596,95640,,J1772,US,public
King County Housing Authority - Section 8 Office,700 Andover Park W,Tukwila,WA,98188,E,47.44897,-122.25331,95652,,J1772,US,public
First Hill Medical Building,515 Minor Ave,Seattle,WA,98104,E,47.60636,-122.321639,95703,,J1772,US,public
McLendon Hardware,440 Rainier Ave South,Renton,WA,98057,E,47.477362,-122.215347,95749,,J1772,US,public
Sumner School District - Parking Lot,1099 Wood Ave,Sumner,WA,98390,E,47.203981,-122.237313,95831,,J1772,US,public
Olympic Medical Center,939 Caroline Street,Port Angeles,WA,98362,E,48.115251,-123.415521,95845,,J1772,US,public
South Lake Union Discovery Center,101 Westlake Ave N,Seattle,WA,98109,E,47.619185,-122.33888,95858,,J1772,US,public
Meadowbrook Apartments,1408 NW Richmond Beach Road,Shoreline,WA,98177,E,47.769184,-122.37546,95887,,J1772,US,public
4th & Madison,"925 4th Avenue, Suite 400",Seattle,WA,98104,E,47.605192,-122.33285,95913,,J1772,US,public
The Bravern,11111 NE 8th St,Bellevue,WA,98004,E,47.6172869,-122.1919353,95951,,J1772,US,public
Lake Washington Institute of Technology,11605 132nd Ave NE,Kirkland,WA,98034,E,47.704069,-122.167006,95959,,J1772,US,public
Seola Gardens,11195 5th Ave SW,Seattle,WA,98146,E,47.502354,-122.34112,96009,,J1772,US,public
112th & 12th,1100 112th Ave NE,Bellevue,WA,98004,E,47.619989,-122.190555,96076,,J1772,US,public
Harborview Medical Center,908 Jefferson,Seattle,WA,98104,E,47.605477,-122.323427,96090,,J1772,US,public
Harvard Market,1401 Broadway,Seattle,WA,98122,E,47.613498,-122.320931,96214,,J1772,US,public
Seattle Cancer Care Alliance,"825 Eastlake Ave E, LA-104",Seattle,WA,98109,E,47.626531,-122.329993,96241,,J1772,US,public
George F. Russell Jr. Hall,1414 NE 42nd Street,Seattle,WA,98105,E,47.658557,-122.312143,96258,,J1772,US,public
Walgreens Store #12168,3929 Kitsap Way,Bremerton,WA,98312,E,47.56825,-122.66705,96282,,CHADEMO J1772,US,public
Plymouth Congregational Church,1217 6th Avenue,Seattle,WA,98101,E,47.608875,-122.332845,96325,,J1772,US,public
520 Pike Tower,520 Pike St.,Seattle,WA,98101,E,47.611102,-122.334893,96348,,J1772,US,public
Bellevue College - Lot C7 Snoqualmie River Road,3036 Snoqualmie River Road,Bellevue,WA,98005,E,47.58495,-122.15043,96400,,CHADEMO J1772,US,public
Washington State Parks and Recreation Commission,"111 Israel Road SW, PO Box 42650",Tumwater,WA,98512,E,46.984616,-122.905299,96401,,J1772,US,public
FRED MEYER - #460 Salmon Creek,800 NE Tenney Rd,Vancouver,WA,98685,E,45.720603,-122.663135,96405,,CHADEMO J1772,US,public
FRED MEYER - #391 Totem Lake,12221 120th Ave NE,Kirkland,WA,98034,E,47.708482,-122.183522,96407,,CHADEMO J1772,US,public
Belfair Log Plaza,23730 NE HWY  3,Belfair,WA,98528,E,47.451373,-122.826865,96411,,J1772,US,public
FRED MEYER - #179 Lake City Way,13000 Lake City Way NE,Seattle,WA,98125,E,47.723689,-122.292383,96412,,CHADEMO J1772,US,public
FRED MEYER - #664 Redmond,17667 NE 76TH ST,REDMOND,WA,98052,E,47.670707,-122.103973,96413,,J1772,US,public
FRED MEYER - #682 Maple Valley,26520 Maple Valley Black Diamond Road SE,Maple Valley,WA,98038,E,47.362455,-122.017988,96415,,J1772,US,public
FRED MEYER - #172 Kent,10201 SE 240th St,Kent,WA,98030,E,47.386392,-122.205393,96418,,J1772,US,public
Lake Union Building,1700 Westlake Ave N,Seattle,WA,98109,E,47.633992,-122.339684,96480,,J1772,US,public
Walgreens Store #7677,1502 Lake Tapps Parkway SE,Auburn,WA,98092,E,47.245269,-122.206909,96505,,CHADEMO J1772,US,public
Clark County - Public Service Center (1st Floor),1300 Franklin Street,Vancouver,WA,98660,E,45.631384,-122.677588,96620,,J1772,US,public
Tahoma Market (I-5 Exit 137),6006 Pacific Highway East,Fife,WA,98424,E,47.24198,-122.348098,96628,,CHADEMO J1772,US,public
DC CORRIDOR SO SEATTLE COL,6000 16th Ave SW,Seattle,WA,98106,E,47.547708,-122.352708,96763,,CHADEMO J1772COMBO,US,public
VM CHARGERS VM BAINBRIDGE 1,1329 Wintergreen Lane Northeast,Bainbridge Island,WA,98110,E,47.637692,-122.513582,96877,,J1772,US,public
King County Housing Authority,2326 North 197th Place,Shoreline,WA,98113,E,47.7725,-122.3315,96904,,J1772,US,public
Multicare Health Systems,17700 SE 272nd Street,Covington,WA,98042,E,47.359935,-122.103668,96971,,J1772,US,private
Highline Community College,2400 S 240th St,Des Moines,WA,98198,E,47.389484,-122.301609,96972,,J1772,US,public
BARKLEY VILLAGE REGAL CINEMA 2,3011 Cinema Pl,Bellingham,WA,98226,E,48.7707,-122.448772,97018,,J1772,US,public
Camaray Motel,1320 Main St,Oroville,WA,98844,E,48.938283,-119.436456,98553,2017-07-01,J1772,US,public
Smokiam Park,334 Daisy St N,Soap Lake,WA,98851,E,47.39125,-119.483647,98554,2017-08-01,J1772,US,public
Mountain View Lodge & Resort,25 Wapato Way,Manson,WA,98831,E,47.883847,-120.154608,98555,2017-10-01,J1772,US,public
Seattle-Tacoma International Airport - Terminal Direct Parking,17801 Pacific Hwy S,Seattle,WA,98188,E,47.443363,-122.296428,98583,2010-03-01,NEMA520,US,public
Bonneville Power Administration,5411 NE Highway 99,Vancouver,WA,98663,E,45.662257,-122.664489,98605,2018-04-01,J1772,US,private
National Park Service - Longmire Administration Building,47015 Paradise Rd E,Ashford,WA,98304,E,46.750241,-121.812778,98666,2018-04-01,J1772,US,private
